gi,gj,clat,clon,n_train,days_since,chao_unseen,n_test,new_species,revisited,scarcity,staleness,priority,density,new_rate,o_discover,o_staleness,o_conservation,travel_min,o_env_coverage,o_urgency,rare_newK,w_newK,meanrarity_newK
197,-471,49.375,-117.625,5,2,4.5,16,12,True,0.1980952380952381,0.034482758620689655,0.11628899835796389,0.009523809523809525,0.75,0.1980952380952381,0.034482758620689655,0.04496822033898305,311.0,0.0010327659369562753,0.11461402721137505,4.415,0.4608506978459519,0.10438294401946815
197,-470,49.375,-117.375,9,2,24.5,5,4,True,0.10899470899470899,0.034482758620689655,0.07173873380769932,0.01904761904761905,0.8,0.10899470899470899,0.034482758620689655,0.01674749922422005,409.0,0.005753943709645571,0.16175654599304434,4.0,0.40260736091505434,0.10065184022876358
197,-469,49.375,-117.125,1,3,0.0,1,1,True,1.0,0.06896551724137931,0.5344827586206896,0.0,1.0,1.0,0.06896551724137931,0.018064228367528988,315.0,0.0037355670836657705,0.06441276841331521,,,
197,-464,49.375,-115.875,6,1,15.0,5,4,True,0.16468253968253968,0.0,0.08234126984126984,0.011904761904761904,0.8,0.16468253968253968,0.0,0.02508648461052876,206.0,0.00046962405163601407,0.21648301053794938,4.0,0.6208015257063968,0.1552003814265992
197,-463,49.375,-115.625,1,13,0.0,0,0,False,1.0,0.41379310344827586,0.7068965517241379,0.0,,1.0,0.41379310344827586,0.05875706214689266,221.0,0.00022699100715480914,0.23727286055857896,,,
197,-461,49.375,-115.125,2,2,1.0,0,0,False,0.4988095238095238,0.034482758620689655,0.2666461412151067,0.002380952380952381,,0.4988095238095238,0.034482758620689655,0.0639039818344011,296.0,0.009195047166572884,0.15610498548583185,,,
197,-460,49.375,-114.875,1,15,0.0,0,0,False,1.0,0.4827586206896552,0.7413793103448276,0.0,,1.0,0.4827586206896552,0.022085259373394964,194.0,0.007741475219302867,0.2263763632259554,,,
197,-458,49.375,-114.375,16,15,16.666666666666668,13,6,True,0.060267857142857144,0.4827586206896552,0.27151323891625617,0.03571428571428571,0.46153846153846156,0.060267857142857144,0.4827586206896552,0.04816120599727513,86.0,0.0003851163499415527,0.008180377203834981,2.82,0.24895623225515073,0.08828235186352863
197,-457,49.375,-114.125,30,2,40.5,11,7,True,0.031031746031746032,0.034482758620689655,0.032757252326217845,0.06904761904761905,0.6363636363636364,0.031031746031746032,0.034482758620689655,0.08518934002123792,100.0,0.00015083705628528022,0.008951832612515746,3.155,1.3058914749168458,0.4139117194665122
198,-502,49.625,-125.375,43,1,9.0,29,7,True,0.020930232558139535,0.0,0.010465116279069767,0.1,0.2413793103448276,0.020930232558139535,0.0,0.022018253608755187,299.0,0.0383792724794406,0.05390324119272166,1.11,0.141426893861185,0.12741161609115764
198,-501,49.625,-125.125,1,3,0.0,0,0,False,1.0,0.06896551724137931,0.5344827586206896,0.0,,1.0,0.06896551724137931,0.04194915254237288,78.0,0.0027453515426115113,0.21156097805344948,,,
198,-500,49.625,-124.875,1,2,0.0,10,6,True,1.0,0.034482758620689655,0.5172413793103449,0.0,0.6,1.0,0.034482758620689655,0.04194915254237288,,0.0031056143012272532,0.08088936456965173,3.81,0.7347866056855161,0.19285737682034543
198,-498,49.625,-124.375,1,7,0.0,1,1,True,1.0,0.20689655172413793,0.603448275862069,0.0,1.0,1.0,0.20689655172413793,0.023040254237288133,113.0,0.003817752220101264,0.03265742927157232,,,
198,-497,49.625,-124.125,2,4,1.0,12,12,True,0.4988095238095238,0.10344827586206896,0.3011288998357964,0.002380952380952381,1.0,0.4988095238095238,0.10344827586206896,0.009390746678882273,,0.0046702990016431025,0.011182395714054544,5.0,0.49065106281231224,0.09813021256246245
198,-496,49.625,-123.875,13,2,78.0,4,2,True,0.07472527472527474,0.034482758620689655,0.054604016672982196,0.02857142857142857,0.5,0.07472527472527474,0.034482758620689655,0.024051535677332838,134.0,0.005006536097739434,0.09980110275211311,,,
198,-495,49.625,-123.625,2,2,1.0,2,2,True,0.4988095238095238,0.034482758620689655,0.2666461412151067,0.002380952380952381,1.0,0.4988095238095238,0.034482758620689655,0.021602735652691045,119.0,0.02084463888416403,0.05030969086169697,,,
198,-493,49.625,-123.125,32,1,8.642857142857142,83,38,True,0.02894345238095238,0.0,0.01447172619047619,0.07380952380952381,0.4578313253012048,0.02894345238095238,0.0,0.02447410238584618,41.0,0.021050274519144638,0.047477740461449106,4.055,0.7621502033268048,0.1879531944085832
198,-491,49.625,-122.625,1,18,0.0,0,0,False,1.0,0.5862068965517241,0.7931034482758621,0.0,,1.0,0.5862068965517241,0.016122364613476645,330.0,0.007230444811253381,0.07094178896350277,,,
198,-488,49.625,-121.875,1,20,0.0,1,1,True,1.0,0.6551724137931034,0.8275862068965517,0.0,1.0,1.0,0.6551724137931034,0.012982329606923911,280.0,0.003935798743757952,0.13632073164129793,,,
198,-486,49.625,-121.375,9,18,24.5,0,0,False,0.10899470899470899,0.5862068965517241,0.34760080277321653,0.01904761904761905,,0.10899470899470899,0.5862068965517241,0.09084467333440338,118.0,0.002886887098578211,0.029300490750693096,,,
198,-485,49.625,-121.125,4,2,6.0,7,5,True,0.24821428571428572,0.034482758620689655,0.1413485221674877,0.007142857142857143,0.7142857142857143,0.24821428571428572,0.034482758620689655,0.03577969408385768,124.0,0.011054579270139966,0.12747488070866192,3.8,1.244895146038233,0.327603985799535
198,-480,49.625,-119.875,7,3,21.0,9,3,True,0.14081632653061224,0.06896551724137931,0.10489092188599577,0.014285714285714285,0.3333333333333333,0.14081632653061224,0.06896551724137931,0.049398812110676524,168.0,0.0016738714333857576,0.17136153614321323,2.43,0.10139399702133949,0.0417259247001397
198,-479,49.625,-119.625,51,1,256.0,83,29,True,0.017273576097105506,0.0,0.008636788048552753,0.11904761904761904,0.3493975903614458,0.017273576097105506,0.0,0.04788231640218237,192.0,0.008481436892366924,0.04423664139379499,3.21,0.5272883971494239,0.16426429817739063
198,-475,49.625,-118.625,1,7,0.0,10,7,True,1.0,0.20689655172413793,0.603448275862069,0.0,0.7,1.0,0.20689655172413793,0.019538606403013185,646.0,0.0036061678745909044,0.23734927121386395,4.25,3.1963034587716224,0.7520714020639111
